quantity,kgPrice,dateUnix,dateIso
1000,3.909304144,1499464800,07/07/2017
15000,4.021934001,1499637600,09/07/2017
500,3.987490226,1499724000,10/07/2017
10000,4.092538999,1499724000,10/07/2017
68000,3.232,1499724000,10/07/2017
12000,4.141,1499810400,11/07/2017
10000,4.092538999,1499810400,11/07/2017
1000,3.752931978,1499810400,11/07/2017
6000,4.564906672,1499810400,11/07/2017
15000,4.021934001,1499983200,13/07/2017
15000,3.458933333,1499983200,13/07/2017
15000,4.728366672,1500069600,14/07/2017
17000,3.262300005,1500069600,14/07/2017
1500,4.962973365,1500242400,16/07/2017
10000,4.276486005,1500242400,16/07/2017
20000,3.51837373,1500242400,16/07/2017
1000,3.752931978,1500242400,16/07/2017
15000,5.68,1500242400,16/07/2017
15000,5.68,1500242400,16/07/2017
9000,4.470345582,1500501600,19/07/2017
10000,4.600938882,1500501600,19/07/2017
16000,3.958794537,1500501600,19/07/2017
10000,6.607732709,1500501600,19/07/2017
16010,3.171399998,1500588000,20/07/2017
14137.2,4.064541075,1500588000,20/07/2017
15990,3.171400003,1500588000,20/07/2017
14137.2,4.064542489,1500588000,20/07/2017
10000,3.893598,1500588000,20/07/2017
10000,3.893598,1500588000,20/07/2017
10000,3.893598,1500674400,21/07/2017
10000,3.893598,1500674400,21/07/2017
9000,3.3532,1500674400,21/07/2017
25000,3.6865,1500674400,21/07/2017
8000,4.64585,1500847200,23/07/2017
14137.2,4.064541788,1500847200,23/07/2017
10000,3.893598,1500847200,23/07/2017
17789.2,4.114639228,1500847200,23/07/2017
17789.2,4.114640353,1500933600,24/07/2017
12000,4.105268333,1500933600,24/07/2017
10000,3.893598,1500933600,24/07/2017
200,11.96496063,1500933600,24/07/2017
14137.2,4.064542489,1500933600,24/07/2017
17789.2,4.114639228,1501020000,25/07/2017
12000,4.105266667,1501020000,25/07/2017
9,16.53777778,1501020000,25/07/2017
6000,4.899664042,1501020000,25/07/2017
10000,4.073598,1501106400,26/07/2017
8000,4.663335,1501106400,26/07/2017
2000,3.799999842,1501192800,27/07/2017
12000,4.105265,1501279200,28/07/2017
11972,3.988014541,1501279200,28/07/2017
7500,5.664686677,1501279200,28/07/2017
4000,5.24970752,1501279200,28/07/2017
11972,3.988014541,1501279200,28/07/2017
11972,3.988014541,1501279200,28/07/2017
10000,3.8936,1501452000,30/07/2017
11972,3.988014541,1501452000,30/07/2017
11972,3.988014541,1501452000,30/07/2017
11972,3.988014541,1501452000,30/07/2017
17789.2,4.114639228,1501452000,30/07/2017
17789.2,4.114640353,1501538400,31/07/2017
17789.2,4.114640353,1501538400,31/07/2017
17789.2,4.114639228,1501538400,31/07/2017
17789.2,4.114639228,1501538400,31/07/2017
4000,4.73593681,1501624800,01/08/2017
17789.2,4.114639228,1501624800,01/08/2017
2000,3.984200788,1501624800,01/08/2017
4000,5.017837795,1501624800,01/08/2017
3000,5.158272913,1501624800,01/08/2017
500,4.101948448,1501711200,02/08/2017
34000,3.2118,1501797600,03/08/2017
50,3.898755768,1502056800,06/08/2017
750,3.739061257,1502056800,06/08/2017
2500,5.511789976,1502056800,06/08/2017
8000,5.045714996,1502143200,07/08/2017
10000,3.9087,1502143200,07/08/2017
500,5.642635482,1502229600,08/08/2017
1000,7.942720764,1502316000,09/08/2017
10000,3.9081,1502316000,09/08/2017
25,2.397206046,1502316000,09/08/2017
17789.2,4.11463922,1502402400,10/08/2017
2875,4.117136591,1502402400,10/08/2017
7500,4.035266677,1502488800,11/08/2017
7500,4.035266677,1502488800,11/08/2017
11972,4.00012696,1502834400,15/08/2017
9000,4.472222222,1502834400,15/08/2017
1500,5.349998939,1502834400,15/08/2017
10000,3.908098998,1502834400,15/08/2017
11972,4.00012696,1502834400,15/08/2017
25,4.773244232,1502834400,15/08/2017
7500,4.634126799,1502920800,16/08/2017
400,4.703470055,1502920800,16/08/2017
10000,3.375886604,1502920800,16/08/2017
14600,4.703464037,1502920800,16/08/2017
1950,3.600000081,1503007200,17/08/2017
2000,4.009640819,1503007200,17/08/2017
4000,4.766176793,1503007200,17/08/2017
4000,5.049877818,1503007200,17/08/2017
630,5.087447935,1503007200,17/08/2017
1000,3.940110481,1503093600,18/08/2017
500,4.047281324,1503093600,18/08/2017
1000,3.78250591,1503093600,18/08/2017
2000,3.65,1503266400,20/08/2017
32000,3.151875,1503266400,20/08/2017
200,3.78250591,1503266400,20/08/2017
27000,3.16,1503352800,21/08/2017
1700,5.823529412,1503525600,23/08/2017
15000,5.68,1503525600,23/08/2017
34000,3.2219,1503525600,23/08/2017
16500,3.264,1503525600,23/08/2017
17000,3.158455257,1503698400,25/08/2017
4000,3.158455258,1503698400,25/08/2017
3000,5.58243357,1503698400,25/08/2017
13000,3.158455257,1503698400,25/08/2017
4000,3.158455258,1503698400,25/08/2017
13000,3.158455257,1503698400,25/08/2017
2000,3.467297085,1503871200,27/08/2017
26000,3.307692308,1503871200,27/08/2017
26000,3.307692308,1503871200,27/08/2017
10000,3.9186,1503871200,27/08/2017
10000,3.9087,1503871200,27/08/2017
7500,3.2,1503957600,28/08/2017
17789.2,4.134312392,1503957600,28/08/2017
14000,3.673785714,1503957600,28/08/2017
16000,3.9325,1503957600,28/08/2017
16000,3.9325,1503957600,28/08/2017
25000,3.141,1503957600,28/08/2017
17789.2,4.134314075,1503957600,28/08/2017
14000,3.673785714,1503957600,28/08/2017
50,3.89100394,1503957600,28/08/2017
10000,3.9186,1504044000,29/08/2017
17789.2,4.134314075,1504044000,29/08/2017
12000,4.126099173,1504044000,29/08/2017
10000,3.9186,1504044000,29/08/2017
10000,3.9186,1504130400,30/08/2017
12000,4.126099173,1504130400,30/08/2017
14000,3.085714286,1504130400,30/08/2017
12000,4.126099173,1504216800,31/08/2017
17000,3.1714,1504216800,31/08/2017
14000,3.085714286,1504216800,31/08/2017
600,1.221302863,1504216800,31/08/2017
600,1.221302863,1504216800,31/08/2017
17789.2,4.134314075,1504303200,01/09/2017
15000,4.053333333,1504303200,01/09/2017
12000,3.923614172,1504476000,03/09/2017
32000,3.151875,1504476000,03/09/2017
12000,3.923614172,1504476000,03/09/2017
8000,5.068714993,1504476000,03/09/2017
17000,3.221900005,1504562400,04/09/2017
17000,3.1714,1504562400,04/09/2017
17000,3.1714,1504562400,04/09/2017
17000,3.221900005,1504562400,04/09/2017
0.1,244.6722947,1504562400,04/09/2017
16000,3.161841403,1504735200,06/09/2017
27500,3.163973123,1504735200,06/09/2017
5975,4.423799988,1504821600,07/09/2017
17000,3.0704,1504821600,07/09/2017
8000,5.069324111,1504821600,07/09/2017
6000,3.939,1504821600,07/09/2017
2000,4.1195,1504908000,08/09/2017
10000,4.0936,1505080800,10/09/2017
16000,3.60375,1505080800,10/09/2017
8000,3.625875,1505080800,10/09/2017
12000,3.923614163,1505080800,10/09/2017
27500,3.154,1505167200,11/09/2017
17000,3.2219,1505167200,11/09/2017
12000,3.923614163,1505167200,11/09/2017
16500,3.264,1505253600,12/09/2017
100,5.74853913,1505340000,13/09/2017
12000,4.1136,1505340000,13/09/2017
7500,4.085266677,1505340000,13/09/2017
100,5.74853913,1505426400,14/09/2017
14000,3.673785714,1505426400,14/09/2017
30000,3.639420987,1505426400,14/09/2017
14000,3.673785714,1505426400,14/09/2017
5000,3.599999684,1505426400,14/09/2017
30000,3.639420987,1505426400,14/09/2017
7500,4.655032011,1505426400,14/09/2017
17000,3.1714,1505426400,14/09/2017
27500,3.154,1505512800,15/09/2017
10000,3.5643637,1505685600,17/09/2017
27500,3.154,1505685600,17/09/2017
400,4.750708695,1505772000,18/09/2017
2400,4.750705008,1505772000,18/09/2017
2400,4.750705008,1505772000,18/09/2017
1000,5.16088,1505772000,18/09/2017
4000,4.75070427,1505772000,18/09/2017
800,4.7507,1505772000,18/09/2017
7500,5.718020005,1505772000,18/09/2017
1000,5.16088,1505858400,19/09/2017
500,3.846153846,1505944800,20/09/2017
11050,3.197267743,1505944800,20/09/2017
16500,3.288602825,1505944800,20/09/2017
2000,4.615384616,1505944800,20/09/2017
15000,5.639874411,1505944800,20/09/2017
1000,3.579277865,1505944800,20/09/2017
17000,3.147153822,1505944800,20/09/2017
33000,3.342221352,1505944800,20/09/2017
12000,4.309796636,1505944800,20/09/2017
5950,3.197267726,1505944800,20/09/2017
20000,4.999592313,1505944800,20/09/2017
17000,3.147153822,1505944800,20/09/2017
12000,4.309796636,1505944800,20/09/2017
7500,6.22,1506031200,21/09/2017
20000,4.32695,1506031200,21/09/2017
27500,3.154,1506117600,22/09/2017
10000,3.9087,1506117600,22/09/2017
6000,6.546333333,1506290400,24/09/2017
4600,5.548771791,1506376800,25/09/2017
500,6.24999686,1506376800,25/09/2017
6200,4.623975768,1506376800,25/09/2017
9000,4.666667783,1506376800,25/09/2017
4000,3.799999805,1506463200,26/09/2017
12000,4.1136,1506463200,26/09/2017
2500,4.11,1506463200,26/09/2017
5000,1.755254003,1506549600,27/09/2017
2000,7.89785997,1506549600,27/09/2017
15500,4.571030324,1506636000,28/09/2017
14000,3.670214286,1506636000,28/09/2017
14000,3.670214286,1506636000,28/09/2017
16000,3.305125,1506636000,28/09/2017
12000,4.3,1506636000,28/09/2017
2000,4.1241,1506981600,02/10/2017
11972,4.017251098,1506981600,02/10/2017
7500,4.045266667,1506981600,02/10/2017
17000,3.19,1506981600,02/10/2017
17789.2,4.134312395,1506981600,02/10/2017
17789.2,4.13431408,1506981600,02/10/2017
8000,4.700835008,1506981600,02/10/2017
11972,4.017251098,1506981600,02/10/2017
14137.2,4.089296325,1506981600,02/10/2017
8000,4.700835008,1506981600,02/10/2017
11972,4.017251098,1506981600,02/10/2017
14137.2,4.089297735,1506981600,02/10/2017
11972,4.017251098,1506981600,02/10/2017
7500,4.045266667,1506981600,02/10/2017
14137.2,4.089296325,1506981600,02/10/2017
17789.2,4.13431408,1506981600,02/10/2017
2000,5.46365,1507240800,05/10/2017
17789.2,4.134314085,1507240800,05/10/2017
7500,3.908642675,1507240800,05/10/2017
25500,3.115686275,1507240800,05/10/2017
25500,3.115686275,1507240800,05/10/2017
25500,3.115686275,1507240800,05/10/2017
7500,4.038642675,1507327200,06/10/2017
10000,3.7546,1507500000,08/10/2017
10000,3.7546,1507500000,08/10/2017
10000,3.7546,1507500000,08/10/2017
5000,3.3,1507500000,08/10/2017
16000,3.16875,1507500000,08/10/2017
16500,3.58,1507586400,09/10/2017
350,3.863085537,1507586400,09/10/2017
11500,3.42826087,1507586400,09/10/2017
15000,4.194666667,1507586400,09/10/2017
1000,4.494,1507586400,09/10/2017
20000,3.2,1507672800,10/10/2017
17000,3.120907657,1507672800,10/10/2017
2500,4.15000118,1507759200,11/10/2017
25000,3.114,1507759200,11/10/2017
5000,1.755253997,1507759200,11/10/2017
250,9.893119752,1507759200,11/10/2017
36000,4,1507845600,12/10/2017
2400,4.700615992,1507845600,12/10/2017
400,4.700615863,1507845600,12/10/2017
2400,4.700615992,1507845600,12/10/2017
34000,3.19,1507845600,12/10/2017
2400,4.700615992,1507845600,12/10/2017
2400,4.700615992,1507845600,12/10/2017
6000,3.796934992,1507845600,12/10/2017
15000,3.450933333,1508104800,15/10/2017
8000,4.743162909,1508104800,15/10/2017
10000,3.9286,1508104800,15/10/2017
32000,3.34,1508104800,15/10/2017
10000,3.9286,1508104800,15/10/2017
8000,4.743165008,1508104800,15/10/2017
600,3.665124417,1508104800,15/10/2017
10000,3.9286,1508191200,16/10/2017
17000,3.254935459,1508277600,17/10/2017
1000,3.304754638,1508277600,17/10/2017
10000,3.937786126,1508277600,17/10/2017
150,7.777410233,1508277600,17/10/2017
34000,3.355087321,1508277600,17/10/2017
17000,3.254935459,1508277600,17/10/2017
15500,4.583932899,1508450400,19/10/2017
10000,3.9286,1508450400,19/10/2017
2400,4.904587492,1508450400,19/10/2017
3500,5.331255094,1508450400,19/10/2017
10000,3.9286,1508450400,19/10/2017
600,5.588842037,1508536800,20/10/2017
10000,4.533415994,1508709600,22/10/2017
16000,3.3878125,1508709600,22/10/2017
16500,3.54,1508796000,23/10/2017
10000,4.533417007,1508796000,23/10/2017
17000,3.25,1508882400,24/10/2017
10000,5.07824,1508882400,24/10/2017
10000,4.193518005,1508968800,25/10/2017
10000,4.193518005,1509055200,26/10/2017
34000,3.31,1509055200,26/10/2017
17000,3.25,1509141600,27/10/2017
11972,4.271344803,1509141600,27/10/2017
11972,4.271344803,1509318000,29/10/2017
6000,4.543473578,1509318000,29/10/2017
7500,3.958600011,1509318000,29/10/2017
11972,4.271344803,1509404400,30/10/2017
0.03,1103.518097,1509404400,30/10/2017
8000,4.840547545,1509490800,31/10/2017
12000,4.263098338,1509490800,31/10/2017
12000,4.254764173,1509490800,31/10/2017
12000,4.263098338,1509490800,31/10/2017
8000,4.84055,1509490800,31/10/2017
4000,7.914360015,1509577200,01/11/2017
16000,3.758542141,1509577200,01/11/2017
12000,4.5,1509577200,01/11/2017
16000,3.758542141,1509577200,01/11/2017
16000,4,1509663600,02/11/2017
7500,4.525352925,1509663600,02/11/2017
16000,3.050431711,1509922800,05/11/2017
34000,3.35,1509922800,05/11/2017
12000,4.109433333,1510009200,06/11/2017
32000,3.368088684,1510009200,06/11/2017
10000,4.193518006,1510095600,07/11/2017
250,3.76766091,1510095600,07/11/2017
200,3.689167975,1510095600,07/11/2017
12000,4.109432496,1510095600,07/11/2017
32000,3.32,1510268400,09/11/2017
500,4.7374,1510268400,09/11/2017
8000,4.707085008,1510354800,10/11/2017
1000,3.767660911,1510441200,11/11/2017
10000,4.193518995,1510527600,12/11/2017
450,5.349998953,1510527600,12/11/2017
6000,5.332670905,1510614000,13/11/2017
4000,5.046481163,1510614000,13/11/2017
50,10.26656201,1510700400,14/11/2017
16500,3.62,1510700400,14/11/2017
12000,4.109432496,1510700400,14/11/2017
10000,4.14150538,1510786800,15/11/2017
10000,4.14150538,1510786800,15/11/2017
100,5.454700775,1510873200,16/11/2017
1000,4.83,1510959600,17/11/2017
8000,4.875785,1510959600,17/11/2017
500,4.646,1510959600,17/11/2017
100,4.605475969,1511046000,18/11/2017
7500,4.721700011,1511132400,19/11/2017
500,3.720930232,1511132400,19/11/2017
17000,3.36,1511218800,20/11/2017
5000,5.401550388,1511218800,20/11/2017
14000,3.959107143,1511305200,21/11/2017
14000,3.959107143,1511305200,21/11/2017
17000,3.109121752,1511305200,21/11/2017
2500,5.486772032,1511305200,21/11/2017
17000,3.109121752,1511305200,21/11/2017
17000,3.232817221,1511391600,22/11/2017
500,5.388789083,1511391600,22/11/2017
15000,5.68,1511391600,22/11/2017
7000,3.410852713,1511391600,22/11/2017
2500,5.401550388,1511391600,22/11/2017
5,6.669023256,1511478000,23/11/2017
5,6.222418604,1511478000,23/11/2017
1000,4.599687287,1511478000,23/11/2017
1000,3.720930233,1511650800,25/11/2017
900,6.796705427,1511737200,26/11/2017
100,6.790330233,1511737200,26/11/2017
100,6.790330233,1511737200,26/11/2017
900,5.853054608,1511737200,26/11/2017
2500,5.39999938,1511823600,27/11/2017
12000,4.5,1511910000,28/11/2017
2500,5.401550388,1511910000,28/11/2017
500,4.57364372,1511910000,28/11/2017
1000,3.720930233,1511996400,29/11/2017
17789.2,4.302374474,1512082800,30/11/2017
17789.2,4.162420462,1512082800,30/11/2017
14137.2,4.264619585,1512082800,30/11/2017
32000,4.021875,1512082800,30/11/2017
17000,3.47,1512082800,30/11/2017
17789.2,4.302375041,1512082800,30/11/2017
14137.2,4.264617469,1512169200,01/12/2017
2500,5.39999938,1512169200,01/12/2017
2000,3.720930232,1512255600,02/12/2017
14137.2,4.264618171,1512342000,03/12/2017
25500,3.96372549,1512428400,04/12/2017
25500,3.96372549,1512428400,04/12/2017
4000,4.891065892,1512514800,05/12/2017
10000,4.228519008,1512514800,05/12/2017
4000,9.01320155,1512601200,06/12/2017
7500,3.9586,1512601200,06/12/2017
10000,4.228518,1512601200,06/12/2017
50,7.99300157,1512687600,07/12/2017
10000,4.228518995,1512687600,07/12/2017
75,6.407600209,1512687600,07/12/2017
5,58.45601256,1512687600,07/12/2017
25600,3.12578125,1512946800,10/12/2017
15000,4.245216672,1512946800,10/12/2017
12000,4.276883333,1512946800,10/12/2017
16000,4.142490002,1512946800,10/12/2017
4000,3.63675,1512946800,10/12/2017
25600,3.12578125,1512946800,10/12/2017
8000,4.913285008,1512946800,10/12/2017
25600,3.12578125,1512946800,10/12/2017
25600,3.12578125,1513033200,11/12/2017
100,15,1513033200,11/12/2017
500,4.615384616,1513033200,11/12/2017
25600,3.12578125,1513033200,11/12/2017
100,15,1513033200,11/12/2017
32000,4.0328125,1513033200,11/12/2017
16000,4.217693043,1513033200,11/12/2017
12000,3.99,1513033200,11/12/2017
49.34,2.733663638,1513119600,12/12/2017
40,40.30062795,1513119600,12/12/2017
16000,4.207536315,1513119600,12/12/2017
7500,4.741700011,1513206000,13/12/2017
1000,5.686970173,1513206000,13/12/2017
7500,5.848020011,1513206000,13/12/2017
10000,4.583415997,1513292400,14/12/2017
10000,4.583415997,1513292400,14/12/2017
16000,3.93,1513292400,14/12/2017
9000,4.929444444,1513378800,15/12/2017
10000,4.583417002,1513378800,15/12/2017
17000,3.47,1513551600,17/12/2017
2000,5.886970175,1513551600,17/12/2017
15000,5.048283339,1513551600,17/12/2017
100,4.27277865,1513638000,18/12/2017
12000,4.276884171,1513638000,18/12/2017
2000,4.863414443,1513638000,18/12/2017
8000,3.610875,1513638000,18/12/2017
1000,5.729984301,1513724400,19/12/2017
8000,4.913285008,1513724400,19/12/2017
1000,6.089573469,1513810800,20/12/2017
16000,4.06465,1513897200,21/12/2017
16000,3.3375,1513897200,21/12/2017
14000,3.952142857,1513897200,21/12/2017
15990,4.06,1513983600,22/12/2017
16000,4.06,1513983600,22/12/2017
17000,3.47,1513983600,22/12/2017
500,6.929708016,1513983600,22/12/2017
10,4.06,1513983600,22/12/2017
500,5.221518988,1514070000,23/12/2017
9700,4.583415993,1514242800,25/12/2017
15000,6.596667996,1514242800,25/12/2017
300,4.58341614,1514242800,25/12/2017
15000,5.68,1514242800,25/12/2017
12000,4.7,1514329200,26/12/2017
2000,7.87735997,1514329200,26/12/2017
11000,4.187284235,1514329200,26/12/2017
16000,4.05,1514415600,27/12/2017
16500,4.21,1514415600,27/12/2017
17000,3.579672375,1514415600,27/12/2017
6000,6.146175,1514415600,27/12/2017
25600,3.120898438,1514502000,28/12/2017
16500,3.762,1514502000,28/12/2017
25600,3.120898438,1514502000,28/12/2017
25600,3.120898438,1514502000,28/12/2017
25600,3.120898438,1514502000,28/12/2017
25600,3.120898438,1514502000,28/12/2017
15000,4.6124,1514502000,28/12/2017
10000,4.620075,1514588400,29/12/2017
17000,4.05,1514588400,29/12/2017
3000,5.45886076,1514674800,30/12/2017
14137.2,4.255774837,1514761200,31/12/2017
14137.2,4.255775543,1514761200,31/12/2017
14137.2,4.255775543,1514761200,31/12/2017
4000,5.26714822,1514761200,31/12/2017
14137.2,4.255774837,1514761200,31/12/2017
11972,4.20896509,1514761200,31/12/2017
11972,4.208965923,1514761200,31/12/2017
4000,4.97932678,1514761200,31/12/2017
11972,4.208965923,1514761200,31/12/2017
1000,5.221518829,1514934000,02/01/2018
16000,5.475,1514934000,02/01/2018
51000,3.65,1514934000,02/01/2018
16000,5.475,1514934000,02/01/2018
1000,4.140127389,1515020400,03/01/2018
17000,4.496124031,1515020400,03/01/2018
1000,3.821656051,1515106800,04/01/2018
1000,4.140127389,1515106800,04/01/2018
100,5.476681529,1515106800,04/01/2018
34000,4.05,1515193200,05/01/2018
500,6.580652963,1515193200,05/01/2018
34000,4.05,1515193200,05/01/2018
34000,4.1,1515193200,05/01/2018
2000,4.973285032,1515193200,05/01/2018
17000,4.1,1515193200,05/01/2018
17000,4.1,1515193200,05/01/2018
500,5.773636624,1515625200,10/01/2018
3000,4.14012739,1515625200,10/01/2018
5913,4.1,1515711600,11/01/2018
28087,4.1,1515711600,11/01/2018
25500,3.170588235,1515711600,11/01/2018
5913,4.1,1515711600,11/01/2018
17000,4.05,1515711600,11/01/2018
28087,4.1,1515711600,11/01/2018
17000,4.03,1515970800,14/01/2018
1000,5.015923567,1515970800,14/01/2018
17000,4.03,1515970800,14/01/2018
5000,4.15,1516057200,15/01/2018
3500,5.746031437,1516057200,15/01/2018
4000,5.63205,1516057200,15/01/2018
25500,3.708753613,1516230000,17/01/2018
17000,4.03125,1516230000,17/01/2018
25500,3.708753613,1516230000,17/01/2018
2,49.76228209,1516230000,17/01/2018
25500,3.726470588,1516316400,18/01/2018
14000,4.180428571,1516316400,18/01/2018
25500,3.726470588,1516316400,18/01/2018
100,9.805546751,1516316400,18/01/2018
0.015,2644.434157,1516316400,18/01/2018
14137.2,4.255775537,1516402800,19/01/2018
17000,4.05,1516402800,19/01/2018
20000,4.999541784,1516402800,19/01/2018
31990,4.06,1516402800,19/01/2018
10,4.06,1516402800,19/01/2018
14000,4.184751426,1516575600,21/01/2018
14000,4.184751426,1516575600,21/01/2018
18000,3.983492226,1516662000,22/01/2018
200,5.54675119,1516662000,22/01/2018
250,3.75,1516662000,22/01/2018
2000,4.574245008,1516662000,22/01/2018
50,7.013001584,1516662000,22/01/2018
25,18.24215531,1516662000,22/01/2018
10000,5.229793978,1516662000,22/01/2018
10500,4.59,1516662000,22/01/2018
18000,3.983492226,1516662000,22/01/2018
17000,4.03,1516748400,23/01/2018
17000,4.03,1516748400,23/01/2018
17000,4.03,1516748400,23/01/2018
6000,5.569035922,1516748400,23/01/2018
3000,5.451664027,1516834800,24/01/2018
6000,5.15,1517007600,26/01/2018
7700,4.75,1517007600,26/01/2018
10000,4.968285008,1517007600,26/01/2018
14000,4.202251426,1517007600,26/01/2018
14000,4.202251426,1517007600,26/01/2018
50,7.013001584,1517180400,28/01/2018
1000,9.873,1517266800,29/01/2018
16000,3.880064996,1517266800,29/01/2018
17789.2,4.743792304,1517353200,30/01/2018
20000,4.970823503,1517353200,30/01/2018
17789.2,4.743793987,1517353200,30/01/2018
500,7.1200374,1517353200,30/01/2018
10000,4.633422995,1517353200,30/01/2018
15000,4.651763458,1517439600,31/01/2018
5000,4.611348838,1517439600,31/01/2018
17789.2,4.743793992,1517526000,01/02/2018
14137.2,4.254006452,1517526000,01/02/2018
14137.2,4.254007161,1517526000,01/02/2018
14137.2,4.703859322,1517526000,01/02/2018
8000,5.309410004,1517526000,01/02/2018
14137.2,4.254007161,1517526000,01/02/2018
5500,4.611348836,1517526000,01/02/2018
10000,5.003275004,1517612400,02/02/2018
14137.2,4.70386074,1517785200,04/02/2018
10000,4.3825,1517785200,04/02/2018
25500,3.857882353,1517785200,04/02/2018
400,5.330151153,1517785200,04/02/2018
32000,4.1,1517785200,04/02/2018
17000,4.75,1517785200,04/02/2018
1000,4.136833731,1517785200,04/02/2018
17000,4.03,1517958000,06/02/2018
20,11.71800318,1517958000,06/02/2018
17000,4.03,1517958000,06/02/2018
300,6.346066827,1517958000,06/02/2018
3000,4.13683373,1517958000,06/02/2018
2.5,138.5330151,1518044400,07/02/2018
50,5.990001592,1518044400,07/02/2018
500,4.620715672,1518130800,08/02/2018
1500,4.645982498,1518130800,08/02/2018
17789.2,4.743792302,1518390000,11/02/2018
1000,4.313943994,1518476400,12/02/2018
50,5.990001592,1518476400,12/02/2018
17789.2,4.743793992,1518476400,12/02/2018
16500,3.51,1518562800,13/02/2018
12000,4.276792598,1518649200,14/02/2018
2000,5.704406335,1518649200,14/02/2018
5000,4,1518735600,15/02/2018
17789.2,4.743793983,1518735600,15/02/2018
4000,4,1518735600,15/02/2018
16500,3.612,1518735600,15/02/2018
5000,4,1518735600,15/02/2018
3000,4,1518735600,15/02/2018
7000,4.119,1518994800,18/02/2018
9500,4.119000008,1518994800,18/02/2018
17789.2,4.7437923,1518994800,18/02/2018
17789.2,4.743793983,1519081200,19/02/2018
5,14.16300871,1519081200,19/02/2018
4500,4.201636316,1519081200,19/02/2018
5,14.16300871,1519081200,19/02/2018
12000,4.663838335,1519167600,20/02/2018
8000,5.268784996,1519167600,20/02/2018
16500,4.116,1519254000,21/02/2018
2450,4.43162998,1519254000,21/02/2018
1300,4.431630034,1519254000,21/02/2018
150,14.59774285,1519254000,21/02/2018
1200,4.431630043,1519254000,21/02/2018
1450,4.431630021,1519254000,21/02/2018
550,4.431629915,1519254000,21/02/2018
750,4.222590799,1519254000,21/02/2018
2500,4.431629976,1519254000,21/02/2018
550,4.431629915,1519254000,21/02/2018
17789.2,4.743793983,1519254000,21/02/2018
200,4.222590594,1519254000,21/02/2018
100,4.222590594,1519254000,21/02/2018
250,4.222590592,1519254000,21/02/2018
1000,4.431630069,1519254000,21/02/2018
3800,4.431629997,1519254000,21/02/2018
1250,4.431630038,1519254000,21/02/2018
7100,4.431630001,1519254000,21/02/2018
3750,4.431629997,1519254000,21/02/2018
12000,5.342766288,1519254000,21/02/2018
17789.2,4.7437923,1519340400,22/02/2018
12000,4.3,1519426800,23/02/2018
11972,4.577955226,1519426800,23/02/2018
10000,5.648054996,1519426800,23/02/2018
17789.2,4.7437923,1519599600,25/02/2018
17789.2,4.743793983,1519599600,25/02/2018
14137.2,4.703859322,1519599600,25/02/2018
17789.2,4.743793983,1519599600,25/02/2018
14137.2,4.703858616,1519599600,25/02/2018
100,9.485800475,1519599600,25/02/2018
14137.2,4.703859322,1519599600,25/02/2018
16500,4.062,1519686000,26/02/2018
10000,4.503422993,1519686000,26/02/2018
16000,4.096875,1519772400,27/02/2018
10000,4.503422993,1519772400,27/02/2018
10000,4.503422993,1519772400,27/02/2018
17000,3.616646876,1519858800,28/02/2018
17789.2,4.651717236,1519858800,28/02/2018
10000,4.416010854,1519858800,28/02/2018
1700,6.494229447,1519945200,01/03/2018
14000,4.106357791,1520031600,02/03/2018
2050,3.959627329,1520031600,02/03/2018
5000,5.220155994,1520031600,02/03/2018
1000,4.347826087,1520031600,02/03/2018
14000,4.106357791,1520031600,02/03/2018
500,4.347826086,1520031600,02/03/2018
15000,4.009,1520204400,04/03/2018
5000,4.475704968,1520204400,04/03/2018
12000,4.3,1520204400,04/03/2018
12000,4.402648387,1520290800,05/03/2018
3000,4.40264836,1520290800,05/03/2018
15000,4.009,1520290800,05/03/2018
450,8.280745342,1520290800,05/03/2018
2800,4.56,1520290800,05/03/2018
1000,5.434782764,1520377200,06/03/2018
200,5.5,1520377200,06/03/2018
15000,5.591458665,1520463600,07/03/2018
500,4.658385094,1520463600,07/03/2018
1600,5.8125,1520463600,07/03/2018
9750,4.916751792,1520550000,08/03/2018
9700,4.889630931,1520550000,08/03/2018
16500,4.062,1520636400,09/03/2018
9800,4.918086735,1520636400,09/03/2018
1000,4.658385093,1520722800,10/03/2018
100,4.636374224,1520809200,11/03/2018
9000,5.411666667,1520809200,11/03/2018
12000,5.656854995,1520809200,11/03/2018
25000,3.829,1520809200,11/03/2018
25000,3.829,1520809200,11/03/2018
14000,3.823,1520809200,11/03/2018
5000,4.72,1520895600,12/03/2018
16000,4.041875,1520895600,12/03/2018
16500,3.762,1520895600,12/03/2018
500,4.43000031,1520982000,13/03/2018
17789.2,4.76792553,1521068400,14/03/2018
17789.2,4.76792496,1521068400,14/03/2018
17789.2,4.76792553,1521068400,14/03/2018
15500,4.617926734,1521068400,14/03/2018
32000,4.041875,1521154800,15/03/2018
2100,4.61,1521154800,15/03/2018
33000,3.912,1521154800,15/03/2018
9000,4.11,1521414000,18/03/2018
2200,5.489059095,1521414000,18/03/2018
50,5.650001558,1521414000,18/03/2018
2200,5.489059095,1521500400,19/03/2018
32000,4.041875,1521500400,19/03/2018
16500,4.218,1521500400,19/03/2018
4000,5.104045012,1521586800,20/03/2018
16500,4.014545455,1521586800,20/03/2018
17789.2,4.749416502,1521586800,20/03/2018
17789.2,4.749415932,1521673200,21/03/2018
17300,5.001157223,1521673200,21/03/2018
